Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
"Effy Tanzanite Royale 14K Rose Gold Tanznaite and Diamond Pendant, 5.59 TCW",9450.0,13500.0,14K Gold,Rose,"Emerald Tanzanite 5.23, Round Diamond 0.36",Necklace and Pendant,5.59,Emerald Tanzanite,5.23,Tanzanite, ,Emerald, Round Diamond,0.36,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K Gold Sapphire & Diamond Whale's Tail Pendant, 0.79 TCW",1116.5,1595.0,14K Gold,White,"Round Blue Sapphire 0.74, Round Diamond 0.05",Necklace and Pendant,0.79,Round Blue Sapphire,0.74,Sapphire,Blue,Round, Round Diamond,0.05,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"14K White Gold 18"" Diamond Station Necklace, 2.00 TCW",5666.5,8095.0,14K Gold,White,"Round Diamond 2,18"" Necklace",Necklace and Pendant,2.0,Round Diamond,2.0,Diamond, ,Round,"18"" Necklace",0.0,Necklace, ,"18""",,,,,,,,,,,,,,,,,,,,
"14K White Gold 18"" Diamond Station Necklace, 1.50 TCW",3776.5,5395.0,14K Gold,White,"Round Diamond 1.5,18"" Necklace",Necklace and Pendant,1.5,Round Diamond,1.5,Diamond, ,Round,"18"" Necklace",0.0,Necklace, ,"18""",,,,,,,,,,,,,,,,,,,,
"14K White Gold 36"" Diamond Station Necklace, 2.00 TCW",5145.0,7350.0,14K Gold,White,"Round Diamond 2,36"" Necklace",Necklace and Pendant,2.0,Round Diamond,2.0,Diamond, ,Round,"36"" Necklace",0.0,Necklace, ,"36""",,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Diamond Pendant, 0.27 TCW",945.0,1350.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Diamond 0.27,Necklace and Pendant,0.27,Round Diamond,0.27,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold 18"" Diamond Station Necklace, 0.21 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Diamond 0.21,18"" long necklace with 7 double sided diamond sections",Necklace and Pendant,0.21,Round Diamond,0.21,Diamond, ,Round,"18"" long necklace with",7.0, , , ,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Necklace, 0.51 TCW",2306.5,3295.0,14K Gold,White,"Multi-Shape Diamond 0.5,",Necklace and Pendant,0.51,Multi-Shape Diamond,0.5,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphin Pendant, 0.76 TCW",1015.0,1450.0,14K Gold,White,"Round Blue Sapphire 0.75, Round Diamond 0.01",Necklace and Pendant,0.76,Round Blue Sapphire,0.75,Sapphire,Blue,Round, Round Diamond,0.01,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Trio 14K Tri-Color Gold Diamond Flower Pendant, 0.68 TCW",2125.0,4250.0,14K Gold,Three Tone,Round Diamond 0.68,Necklace and Pendant,0.68,Round Diamond,0.68,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ocean Bleu 14K White Gold Blue Topaz & Diamond Pendant, 7.27 TCW",1396.5,1995.0,14K Gold,White,"Multi-Shape Blue Topaz 7.13, Round Diamond 0.14,Chain Included",Necklace and Pendant,7.27,Multi-Shape Blue Topaz,7.13,Topaz,Blue,Multi-Shape, Round Diamond,0.14,Diamond, ,Round,Chain Included,0.0,Included, ,Chain,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Pearl Y Necklace,525.0,750.0,14K Gold,Yellow,Pearl,Necklace and Pendant,0.0,Pearl,0.0,Pearl, , ,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Cultured Fresh Water Pearl Necklace,315.0,450.0,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside Silver & 18K Gold Blue Topaz Starfish Pendant, 4.90 TCW",556.5,795.0,Sterling Silver & 18K Gold,Yellow,Multi-Shape Blue Topaz 4.9,Necklace and Pendant,4.9,Multi-Shape Blue Topaz,4.9,Topaz,Blue,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K White Gold Black and White Diamond Eagle Pendant, 0.51 TCW",1326.5,1895.0,14K Gold,White,"Round Diamond 0.51,18"" Chain Included. Pendant Length 1""",Necklace and Pendant,0.51,Round Diamond,0.51,Diamond, ,Round,"18"" Chain Included. Pendant Length",1.0, , , ,,,,,,,,,,,,,,,,,,,,
"Jardin Rose Gold Diamond Snake Pendant, 1.02 TCW",2647.5,5295.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond , Round Tsavorite 0.06",Necklace and Pendant,1.02,Round Cognac Diamond,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round, Round Tsavorite,0.06,Tsavorite, ,Round,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Rose Gold Ruby Diamond Bow Pendant, 1.94 TCW",2446.5,3495.0,14K Gold,Rose,Ruby 1.69,Necklace and Pendant,1.94,Ruby,1.69,Ruby, , ,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Two Tone Gold Emerald and Diamond Pendant, 1.73 TCW",3097.5,6195.0,14K Gold,Yellow and White,"Oval Emerald 1.14, Round Diamond 0.59",Necklace and Pendant,1.73,Oval Emerald,1.14,Emerald, ,Oval, Round Diamond,0.59,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Starfish Pendant, 0.51 TCW",1495.0,2600.0,14K Gold,Yellow,Round Diamond 0.51,Necklace and Pendant,0.51,Round Diamond,0.51,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold and Diamond Necklace, 4.16 TCW",11196.5,15995.0,14K Gold,Yellow,Multi-Shape Diamond 4.16,Necklace and Pendant,4.16,Multi-Shape Diamond,4.16,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Confetti 14K Rose Gold Cognac, Black & White Diamond Pendant, .77 TCW",1597.5,3195.0,14K Gold,Rose,"Round Black Diamond, Round Diamond , Round Cognac Diamond ,Chain Included",Necklace and Pendant,0.77,Round Black Diamond,0.0,Diamond,Black,Round, Round Diamond ,0.0,Diamond, ,Round, Round Cognac Diamond ,0.0,Diamond,Cognac,Round,Chain Included,0.0,Included, ,Chain,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.32 TCW",1497.5,2995.0,14K Gold,White,Round Diamond 0.32,Necklace and Pendant,0.32,Round Diamond,0.32,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Circles Pendant, 0.70 TCW",2325.0,4650.0,14K Gold,Yellow,Round Diamond 0.7,Necklace and Pendant,0.7,Round Diamond,0.7,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Pendant, 0.26 TCW",875.0,1250.0,14K Gold,White,"Round Blue Sapphire 0.19, Round Diamond 0.07",Necklace and Pendant,0.26,Round Blue Sapphire,0.19,Sapphire,Blue,Round, Round Diamond,0.07,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Yellow Gold Opal and Diamond Pendant, 0.62 TCW",766.5,1095.0,14K Gold,Yellow,"Round Opal 0.55, Round Diamond 0.07",Necklace and Pendant,0.62,Round Opal,0.55,Opal, ,Round, Round Diamond,0.07,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Topaz and Diamond Pendant, 8.48 TCW",1225.0,1750.0,14K Gold,White,"Emerald Blue Topaz 8.45, Round Diamond 0.03",Necklace and Pendant,8.48,Emerald Blue Topaz,8.45,Topaz,Blue,Emerald, Round Diamond,0.03,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
Effy Safari 14K Yellow Gold Tsavorite and Diamond Mini Turtle Pendant,1046.5,1495.0,14K Gold,Yellow,"Round Tsavorite 0.38, Round Diamond 0.06",Necklace and Pendant,0.0,Round Tsavorite,0.38,Tsavorite, ,Round, Round Diamond,0.06,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Blue & White Diamond Anchor Pendant, 0.20 TCW",795.0,795.0,14K Gold,White,Round Diamond 0.2,Necklace and Pendant,0.2,Round Diamond,0.2,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Sapphire & Diamond Butterfly Pendant, 2.34 TCW",2380.0,3400.0,14K Gold,Yellow,"Marquise Multi-Sapphire 1.82, Round Diamond 0.52",Necklace and Pendant,2.34,Marquise Multi-Sapphire,1.82,Multi-Sapphire, ,Marquise, Round Diamond,0.52,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Yellow Gold Opal and Diamond Pendant, 2.25 TCW",1647.5,3295.0,14K Gold,Yellow,"Oval Opal 1.85, Round Diamond 0.4",Necklace and Pendant,2.25,Oval Opal,1.85,Opal, ,Oval, Round Diamond,0.4,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Heart Pendant, 1.88 TCW",1365.0,1950.0,14K Gold,Rose,"Heart Morganite 1.75, Round Diamond 0.13",Necklace and Pendant,1.88,Heart Morganite,1.75,Morganite, ,Heart, Round Diamond,0.13,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.53 TCW",1447.5,2895.0,14K Gold,White,Round Diamond 0.53,Necklace and Pendant,0.53,Round Diamond,0.53,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Necklace, 2.91 TCW",10150.0,14500.0,14K Gold,White,"Round Diamond 2.91,16"" Necklace",Necklace and Pendant,2.91,Round Diamond,2.91,Diamond, ,Round,"16"" Necklace",0.0,Necklace, ,"16""",,,,,,,,,,,,,,,,,,,,
"14K Two Tone Gold Espresso and White Diamond Crossover Pendant, 1.00 TCW",1575.0,2250.0,14K Gold,Rose and White,Round Diamond 1,Necklace and Pendant,1.0,Round Diamond,1.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"14K Two Tone Gold Blue and White Diamond Crossover Pendant, 1.00 TCW",1505.0,2150.0,14K Gold,Yellow and White,Round Diamond 1,Necklace and Pendant,1.0,Round Diamond,1.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Elephant Pendant, 0.73 TCW",2656.5,3795.0,14K Gold,White,Round Diamond 0.73,Necklace and Pendant,0.73,Round Diamond,0.73,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire & Diamond Wave Pendant, 0.49 TCW",1536.5,2195.0,14K Gold,White,"Round Blue Sapphire 0.29, Round Diamond 0.2",Necklace and Pendant,0.49,Round Blue Sapphire,0.29,Sapphire,Blue,Round, Round Diamond,0.2,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Black and White Diamond Pendant, 1.39 TCW",2397.5,4795.0,14K Gold,Yellow,Round Diamond 1.39,Necklace and Pendant,1.39,Round Diamond,1.39,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Yellow Gold Tsavorite Frog Pendant, 1.13 TCW",2096.5,2995.0,14K Gold,Yellow,"Round Tsavorite 0.84, Round Diamond 0.29, Round Black Diamond ,Chain Included",Necklace and Pendant,1.13,Round Tsavorite,0.84,Tsavorite, ,Round, Round Diamond,0.29,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,Chain Included,0.0,Included, ,Chain,,,,,,,,,,
"Effy 14K Rose Gold Diamond Station Necklace, 0.34 TCW",1225.0,1750.0,14K Gold,Rose,Round Diamond 0.34,Necklace and Pendant,0.34,Round Diamond,0.34,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, 1.22 TCW",2347.5,4695.0,14K Gold,Rose,Round Diamond 1.22,Necklace and Pendant,1.22,Round Diamond,1.22,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Sapphire & Diamond Seahorse Pendant, 0.78 TCW",1575.0,2250.0,14K Gold,White,"Round Blue Sapphire 0.59, Round Diamond 0.19",Necklace and Pendant,0.78,Round Blue Sapphire,0.59,Sapphire,Blue,Round, Round Diamond,0.19,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Diamond Starfish Pendant, 0.51 TCW",1495.0,2600.0,14K Gold,White,Round Diamond 0.51,Necklace and Pendant,0.51,Round Diamond,0.51,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Two Tone Gold Diamond Sailboat Pendant, 0.27 TCW",1396.5,1995.0,14K Gold,Yellow and White,Round Diamond 0.27,Necklace and Pendant,0.27,Round Diamond,0.27,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Sapphire & Diamond Flamingo Pendant, 0.69 TCW",1326.5,1895.0,14K Gold,Yellow,"Round Multi-Sapphire 0.63, Round Diamond 0.06",Necklace and Pendant,0.69,Round Multi-Sapphire,0.63,Multi-Sapphire, ,Round, Round Diamond,0.06,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Gold Espresso & White Diamond Weave Pendant, 0.59 TCW",1625.0,3250.0,14K Gold,Rose,Round Diamond 0.59,Necklace and Pendant,0.59,Round Diamond,0.59,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Yellow and White Gold Diamond Pendant, 0.69 TCW",2097.5,4195.0,14K Gold,Yellow and White,Round Diamond 0.69,Necklace and Pendant,0.69,Round Diamond,0.69,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Cultured Pearl and Diamond Starfish Pendant, 0.08 TCW",696.5,995.0,14K Gold,Yellow,"Round Pearl, Round Diamond 0.08",Necklace and Pendant,0.08,Round Pearl,0.0,Pearl, ,Round, Round Diamond,0.08,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Gold Cultured Fresh Water Pearl & Diamond Fringe Pendant, 0.17 TCW",1256.5,1795.0,14K Gold,Yellow,"Round Pearl, Round Diamond 0.17",Necklace and Pendant,0.17,Round Pearl,0.0,Pearl, ,Round, Round Diamond,0.17,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Tahitian Pearl Necklace,525.0,750.0,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Necklace, 7.26 TCW",22750.0,32500.0,14K Gold,White,"Round Diamond 7.26,16"" Necklace",Necklace and Pendant,7.26,Round Diamond,7.26,Diamond, ,Round,"16"" Necklace",0.0,Necklace, ,"16""",,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Ruby, Diamond and Emerald Pendant, 3.33 TCW",4095.0,5850.0,14K Gold,Rose,"Round Ruby 2.55, Round Diamond 0.76, Round Emerald 0.02",Necklace and Pendant,3.33,Round Ruby,2.55,Ruby, ,Round, Round Diamond,0.76,Diamond, ,Round, Round Emerald,0.02,Emerald, ,Round,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Pendant, 0.75 TCW",1750.0,3500.0,14K Gold,White,"Round Black Diamond, Round Diamond 0.75,Chain Included",Necklace and Pendant,0.75,Round Black Diamond,0.0,Diamond,Black,Round, Round Diamond,0.75,Diamond, ,Round,Chain Included,0.0,Included, ,Chain,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Pendant, 1.95 TCW",5036.5,7195.0,14K Gold,Yellow,"Round Diamond 1.95,18"" Chain Included. Pendant Length 9/16""",Necklace and Pendant,1.95,Round Diamond,1.95,Diamond, ,Round,"18"" Chain Included. Pendant Length",9.0, , , ,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold and Diamond Pendant, 0.42 TCW",1517.5,3035.0,14K Gold,White,Round Diamond 0.42,Necklace and Pendant,0.42,Round Diamond,0.42,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 4.21 TCW",2936.5,4195.0,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 3.57, Round Diamond 0.64",Necklace and Pendant,4.21,Multi-Shape Multi-Sapphire,3.57,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.64,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Pendant, 0.72 TCW",595.0,595.0,14K Gold,Rose,"Trillion Tanzanite 0.66, Round Diamond 0.06",Necklace and Pendant,0.72,Trillion Tanzanite,0.66,Tanzanite, ,Trillion, Round Diamond,0.06,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Pendant, 0.74 TCW",5106.5,7295.0,18K Gold,Yellow and White,"Multi-Shape Yellow Diamond 0.74,",Necklace and Pendant,0.74,Multi-Shape Yellow Diamond,0.74,Diamond,Yellow,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Palm Tree Pendant, 2.58 TCW",1595.0,2650.0,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 2.71, Round Diamond 0.26",Necklace and Pendant,2.58,Multi-Shape Multi-Sapphire,2.71,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.26,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.41 TCW",1995.0,2850.0,14K Gold,White,Round Diamond 0.41,Necklace and Pendant,0.41,Round Diamond,0.41,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond Panther Necklace, 1.52 TCW",8396.5,11995.0,14K Gold,Rose,"Multi-Shape Diamond 1.5, Round Tsavorite 0.02",Necklace and Pendant,1.52,Multi-Shape Diamond,1.5,Diamond, ,Multi-Shape, Round Tsavorite,0.02,Tsavorite, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Dark Blue Sapphire and Diamond Pendant, 2.19 TCW",1725.0,3450.0,14K Gold,White,"Oval Blue Sapphire 1.9, Round Diamond 0.29",Necklace and Pendant,2.19,Oval Blue Sapphire,1.9,Sapphire,Blue,Oval, Round Diamond,0.29,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Necklace, 0.60 TCW",2096.5,2995.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.6,Necklace and Pendant,0.6,Round Diamond,0.6,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 4.65 TCW",906.5,1295.0,14K Gold,Yellow,"Marquise Onyx 4.5, Round Black Diamond 0.25",Necklace and Pendant,4.65,Marquise Onyx,4.5,Onyx, ,Marquise, Round Black Diamond,0.25,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Necklace, 0.20 TCW",875.0,1750.0,14K Gold,White,Round Diamond 0.2,Necklace and Pendant,0.2,Round Diamond,0.2,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Blue Sapphire and Diamond Pendant, 1.80 TCW",2415.0,3450.0,14K Gold,White,"Round Diamond 0.26, Round Sapphire 1.54,Chain Included",Necklace and Pendant,1.8,Round Diamond,0.26,Diamond, ,Round, Round Sapphire,1.54,Sapphire, ,Round,Chain Included,0.0,Included, ,Chain,,,,,,,,,,,,,,,
Espresso Yellow Gold Cognac & White Diamond Pendant,2282.5,4565.0,14K Gold,Yellow,Round Diamond 1.03,Necklace and Pendant,0.0,Round Diamond,1.03,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Pendant, 0.29 TCW",1247.5,2495.0,14K Gold,White,Round Diamond 0.29,Necklace and Pendant,0.29,Round Diamond,0.29,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Nature 14K Rose Gold Ruby and Diamond Flower Pendant, 2.49 TCW",4126.5,5895.0,14K Gold,Rose,"Round Ruby 2.06, Round Diamond 0.43",Necklace and Pendant,2.49,Round Ruby,2.06,Ruby, ,Round, Round Diamond,0.43,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Gold Black and White Diamond Palm Tree Pendant, 0.27 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.27,Necklace and Pendant,0.27,Round Diamond,0.27,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Espresso 14K Yellow Gold Cognac and White Diamond Pendant, 0.78 TCW",2027.5,4055.0,14K Gold,Yellow,Round Diamond 0.78,Necklace and Pendant,0.78,Round Diamond,0.78,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Diamond Geo Necklace, 0.97 TCW",2225.0,4450.0,14K Gold,Yellow,Round Diamond 0.97,Necklace and Pendant,0.97,Round Diamond,0.97,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Royalty Sapphire and Diamond Pendant, 2.29 TCW",2376.5,3395.0,14K Gold,Yellow,"Round Diamond 0.39, Oval Sapphire 1.9,Chain Included",Necklace and Pendant,2.29,Round Diamond,0.39,Diamond, ,Round, Oval Sapphire,1.9,Sapphire, ,Oval,Chain Included,0.0,Included, ,Chain,,,,,,,,,,,,,,,
"Effy Mosaic 14K Yellow Gold Multi Gemstone Pendant, 1.40 TCW",906.5,1295.0,14K Gold,Yellow,Round Multi-Color 1.4,Necklace and Pendant,1.4,Round Multi-Color,1.4,Multi-Color, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Wave Pendant, 0.85 TCW",1536.5,2195.0,14K Gold,Yellow,"Round Multi-Sapphire 0.69, Round Diamond 0.16",Necklace and Pendant,0.85,Round Multi-Sapphire,0.69,Multi-Sapphire, ,Round, Round Diamond,0.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Circle Pendant, 0.64 TCW",1747.5,3495.0,14K Gold,White,Round Diamond 0.64,Necklace and Pendant,0.64,Round Diamond,0.64,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Pendant, 4.03 TCW",1997.5,3995.0,14K Gold,White,"Multi-Shape Multi-Sapphire 3.85, Round Diamond 0.18",Necklace and Pendant,4.03,Multi-Shape Multi-Sapphire,3.85,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.18,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Pendant, 0.98 TCW",3185.0,4550.0,14K Gold,White,Round Diamond 0.98,Necklace and Pendant,0.98,Round Diamond,0.98,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Tanzanite and Diamond Trillion Pendant, 0.72 TCW",595.0,595.0,14K Gold,White,"Trillion Tanzanite 0.66, Round Diamond 0.06",Necklace and Pendant,0.72,Trillion Tanzanite,0.66,Tanzanite, ,Trillion, Round Diamond,0.06,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Rose Gold Opal and Diamond Pendant, 1.73 TCW",1575.0,2250.0,14K Gold,Rose,"Oval Opal 1.4, Round Diamond 0.33",Necklace and Pendant,1.73,Oval Opal,1.4,Opal, ,Oval, Round Diamond,0.33,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Rose Gold Opal and Diamond Pendant, 2.57 TCW",1466.5,2095.0,14K Gold,Rose,"Round Opal 2.4, Round Diamond 0.17",Necklace and Pendant,2.57,Round Opal,2.4,Opal, ,Round, Round Diamond,0.17,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Pendant, 5.45 TCW",2765.0,3950.0,14K Gold,Rose,"Oval Morganite 5.23, Round Diamond 0.22",Necklace and Pendant,5.45,Oval Morganite,5.23,Morganite, ,Oval, Round Diamond,0.22,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Yellow Gold Diamond and Enamel Evil Eye Pendant, 0.15 TCW",897.5,1795.0,14K Gold,Yellow,"Round Diamond 0.15,16"" Chain Included. Pendant Length 3/8""",Necklace and Pendant,0.15,Round Diamond,0.15,Diamond, ,Round,"16"" Chain Included. Pendant Length",3.0, , , ,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 0.88TCW",976.5,1395.0,14K Gold,Yellow,"Round Emerald 0.81, Round Diamond 0.07",Necklace and Pendant,0.88,Round Emerald,0.81,Emerald, ,Round, Round Diamond,0.07,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K White Gold Yellow and White Diamond Necklace, 0.81 TCW",6086.5,8695.0,14K Gold,White,"Multi-Shape Yellow Diamond 0.47, Round Diamond 0.34",Necklace and Pendant,0.81,Multi-Shape Yellow Diamond,0.47,Diamond,Yellow,Multi-Shape, Round Diamond,0.34,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Blue Topaz and Diamond Pendant, 6.70 TCW",1397.5,2795.0,14K Gold,Rose,"Cushion Blue Topaz 6.45, Round Cognac Diamond , Round Diamond ",Necklace and Pendant,6.7,Cushion Blue Topaz,6.45,Topaz,Blue,Cushion, Round Cognac Diamond ,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Green Amethyst Pendant, 2.75 TCW",486.5,695.0,Sterling Silver & 18K Gold,Yellow,Pear Green Amethyst 2.75,Necklace and Pendant,2.75,Pear Green Amethyst,2.75,Amethyst,Green,Pear,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aquarius 14K White Gold Aquamarine and Diamond Necklace, 3.39 TCW",2065.0,2950.0,14K Gold,White,"Oval Aquamarine 3.1, Round Diamond 0.29",Necklace and Pendant,3.39,Oval Aquamarine,3.1,Aquamarine, ,Oval, Round Diamond,0.29,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
